epoch,step,train_loss
0,62,2.2645435333251953
1,125,2.0740251541137695
2,188,2.028467893600464
3,251,2.0087649822235107
4,314,1.9898099899291992
5,377,1.991869330406189
6,440,1.9705957174301147
7,503,1.976568341255188
8,566,1.9084429740905762
9,629,1.9176084995269775
10,692,1.8942270278930664
11,755,1.8855056762695312
12,818,1.8541115522384644
13,881,1.8433669805526733
14,944,1.7918941974639893
15,1007,1.8130890130996704
16,1070,1.814648151397705
17,1133,1.7987862825393677
18,1196,1.7522062063217163
19,1259,1.7492882013320923
20,1322,1.6993317604064941
21,1385,1.7504642009735107
22,1448,1.6416664123535156
23,1511,1.6384681463241577
24,1574,1.6427147388458252
25,1637,1.5477145910263062
26,1700,1.5634323358535767
27,1763,1.60785710811615
28,1826,1.581221580505371
29,1889,1.5258644819259644
30,1952,1.5452321767807007
31,2015,1.5124677419662476
32,2078,1.5065330266952515
33,2141,1.4996132850646973
34,2204,1.4914551973342896
35,2267,1.4733341932296753
36,2330,1.5070104598999023
37,2393,1.4976247549057007
38,2456,1.4718049764633179
39,2519,1.4977977275848389
40,2582,1.4103946685791016
41,2645,1.4024091958999634
42,2708,1.40882408618927
43,2771,1.3796089887619019
44,2834,1.3507493734359741
45,2897,1.3440005779266357
46,2960,1.3329719305038452
47,3023,1.363282322883606
48,3086,1.295910120010376
49,3149,1.299281120300293
50,3212,1.3139625787734985
51,3275,1.258903980255127
52,3338,1.2314989566802979
53,3401,1.2241706848144531
54,3464,1.2070950269699097
55,3527,1.1260818243026733
56,3590,1.2075973749160767
57,3653,1.1372870206832886
58,3716,1.155542016029358
59,3779,1.1671456098556519
60,3842,1.0805943012237549
61,3905,1.128607153892517
62,3968,1.1220377683639526
63,4031,1.1638574600219727
64,4094,1.1319316625595093
65,4157,1.016448974609375
66,4220,1.0539518594741821
67,4283,1.071225643157959
68,4346,0.9874182343482971
69,4409,0.9016405940055847
70,4472,0.9722925424575806
71,4535,1.039451003074646
72,4598,0.9505660533905029
73,4661,1.0247949361801147
74,4724,0.983669638633728
75,4787,0.9294707179069519
76,4850,0.8394724726676941
77,4913,0.7338990569114685
78,4976,0.6997986435890198
79,5039,0.6640224456787109
80,5102,0.6672367453575134
81,5165,0.6535744071006775
82,5228,0.6082987785339355
83,5291,0.6555546522140503
84,5354,0.6055600643157959
85,5417,0.6018858551979065
86,5480,0.6009026765823364
87,5543,0.5980874300003052
88,5606,0.6387284398078918
89,5669,0.6290498375892639
90,5732,0.6676993370056152
91,5795,0.5931144952774048
92,5858,0.5486851334571838
93,5921,0.5701104998588562
94,5984,0.5314584374427795
95,6047,0.5529897809028625
96,6110,0.5365117788314819
97,6173,0.5158441662788391
98,6236,0.5129748582839966
99,6299,0.5155102014541626
100,6362,0.5216591954231262
101,6425,0.5764032602310181
102,6488,0.6271631717681885
103,6551,0.5026963949203491
104,6614,0.5531030297279358
105,6677,0.5042110085487366
106,6740,0.46066901087760925
107,6803,0.46350327134132385
108,6866,0.4512838125228882
109,6929,0.5010121464729309
110,6992,0.4474619925022125
111,7055,0.432677686214447
112,7118,0.40510094165802
113,7181,0.40263691544532776
114,7244,0.4420238435268402
115,7307,0.4079827070236206
116,7370,0.444889098405838
117,7433,0.4328678846359253
118,7496,0.43766000866889954
119,7559,0.49188992381095886
120,7622,0.3713217079639435
121,7685,0.35614269971847534
122,7748,0.35193660855293274
123,7811,0.3329644501209259
124,7874,0.3388907015323639
125,7937,0.3366605043411255
126,8000,0.30700066685676575
127,8063,0.3089742958545685
128,8126,0.32100027799606323
129,8189,0.31961590051651
130,8252,0.28865310549736023
131,8315,0.32318809628486633
132,8378,0.3046015501022339
133,8441,0.28452807664871216
134,8504,0.31292974948883057
135,8567,0.28989502787590027
136,8630,0.2907337248325348
137,8693,0.3133889436721802
138,8756,0.3196446895599365
139,8819,0.2879999876022339
140,8882,0.28005656599998474
141,8945,0.30331122875213623
142,9008,0.2835702896118164
143,9071,0.2755081355571747
144,9134,0.26636195182800293
145,9197,0.2501544654369354
146,9260,0.24358873069286346
147,9323,0.2749246060848236
148,9386,0.26736170053482056
149,9449,0.23246608674526215
150,9512,0.2754112482070923
151,9575,0.24925529956817627
152,9638,0.3287316858768463
153,9701,0.27126744389533997
154,9764,0.23116658627986908
155,9827,0.28824254870414734
156,9890,0.24100935459136963
157,9953,0.26817211508750916
158,10016,0.22906054556369781
159,10079,0.2576514184474945
160,10142,0.25616946816444397
161,10205,0.24243374168872833
162,10268,0.21843470633029938
163,10331,0.20077630877494812
164,10394,0.1813497543334961
165,10457,0.20556676387786865
166,10520,0.20713597536087036
167,10583,0.2026360034942627
168,10646,0.20961631834506989
169,10709,0.210990309715271
170,10772,0.1893368512392044
171,10835,0.21025250852108002
172,10898,0.2232954204082489
173,10961,0.19575384259223938
174,11024,0.18747670948505402
175,11087,0.19224850833415985
176,11150,0.18656092882156372
177,11213,0.22366781532764435
178,11276,0.2203790694475174
179,11339,0.1792467087507248
